m,city,early,now,diff,avg
10,Івано-Франківськ,9.200403225806452,11.16451612903226,1.9641129032258071,1
10,Вінниця,8.809274193548388,9.94032258064516,1.1310483870967722,1
10,Дніпро,9.909408602150538,10.943548387096774,1.0341397849462357,1
10,Донецьк,9.209005376344086,10.067741935483872,0.8587365591397855,1
10,Житомир,8.435752688172043,9.619354838709677,1.1836021505376344,1
10,Запоріжжя,10.434005376344086,11.535483870967743,1.1014784946236578,1
10,Київ,8.581586021505377,9.654838709677419,1.0732526881720421,1
10,Кропивницький,9.666129032258064,10.691935483870967,1.0258064516129028,1
10,Луганськ,9.46760752688172,10.416129032258064,0.9485215053763447,1
10,Луцьк,9.16236559139785,10.858064516129033,1.6956989247311842,1
10,Львів,9.349731182795699,10.935483870967742,1.5857526881720432,1
10,Миколаїв,11.195833333333335,12.238709677419354,1.0428763440860198,1
10,Одеса,11.63024193548387,13.100000000000001,1.4697580645161317,1
10,Полтава,8.58978494623656,9.598387096774195,1.0086021505376355,1
10,Рівне,8.986827956989247,10.680645161290323,1.6938172043010766,1
10,Суми,8.054166666666667,8.998387096774193,0.9442204301075261,1
10,Тернопіль,8.808602150537634,10.338709677419354,1.5301075268817197,1
10,Ужгород,10.341935483870968,11.383870967741936,1.0419354838709687,1
10,Харків,8.601209677419355,9.591935483870968,0.9907258064516125,1
10,Херсон,11.39260752688172,12.27258064516129,0.8799731182795689,1
10,Хмельницький,8.658467741935484,9.94032258064516,1.2818548387096769,1
10,Черкаси,9.422043010752688,10.429032258064517,1.0069892473118287,1
10,Чернівці,9.319220430107526,11.240322580645161,1.9211021505376351,1
10,Чернігів,8.065725806451612,9.024193548387096,0.9584677419354843,1
11,Івано-Франківськ,4.705555555555556,4.331666666666667,-0.3738888888888887,0
11,Вінниця,3.981805555555556,3.5366666666666666,-0.4451388888888892,0
11,Дніпро,4.393333333333333,4.891666666666667,0.49833333333333396,1
11,Донецьк,3.239027777777778,4.0616666666666665,0.8226388888888887,1
11,Житомир,3.7930555555555556,2.591666666666667,-1.2013888888888888,0
11,Запоріжжя,4.913055555555555,5.693333333333333,0.7802777777777781,1
11,Київ,3.6369444444444445,2.783333333333333,-0.8536111111111113,0
11,Кропивницький,4.385,4.156666666666667,-0.2283333333333326,0
11,Луганськ,3.3033333333333337,3.908333333333333,0.6049999999999995,1
11,Луцьк,4.764861111111111,4.07,-0.6948611111111109,0
11,Львів,4.921805555555555,4.053333333333333,-0.8684722222222225,0
11,Миколаїв,5.935416666666667,6.1433333333333335,0.20791666666666675,1
11,Одеса,6.754722222222222,6.996666666666667,0.24194444444444496,1
11,Полтава,3.2038888888888892,3.001666666666667,-0.2022222222222223,0
11,Рівне,4.594166666666667,3.7483333333333335,-0.8458333333333337,0
11,Суми,2.705138888888889,2.006666666666667,-0.6984722222222222,0
11,Тернопіль,4.178194444444444,3.5149999999999997,-0.6631944444444446,0
11,Ужгород,5.7875,5.87,0.08250000000000046,1
11,Харків,2.9202777777777778,2.591666666666667,-0.32861111111111097,0
11,Херсон,6.143888888888889,6.6850000000000005,0.5411111111111113,1
11,Хмельницький,4.016805555555555,3.5383333333333336,-0.4784722222222215,0
11,Черкаси,4.370555555555556,4.1,-0.2705555555555561,0
11,Чернівці,4.55625,4.3133333333333335,-0.2429166666666669,0
11,Чернігів,3.080416666666667,2.131666666666667,-0.94875,0
12,Івано-Франківськ,-0.08870967741935482,0.5423076923076924,0.6310173697270471,1
12,Вінниця,-0.7919354838709678,-0.926923076923077,-0.13498759305210917,0
12,Дніпро,-0.009408602150537624,0.8403846153846154,0.849793217535153,1
12,Донецьк,-0.8952956989247313,-0.6711538461538461,0.22414185277088516,1
12,Житомир,-0.9686827956989248,-1.625,-0.6563172043010752,0
12,Запоріжжя,0.6383064516129032,1.5634615384615385,0.9251550868486352,1
12,Київ,-1.0387096774193547,-1.8423076923076922,-0.8035980148883375,0
12,Кропивницький,-0.07016129032258064,0.6326923076923077,0.7028535980148883,1
12,Луганськ,-0.819489247311828,-0.7557692307692309,0.06372001654259718,1
12,Луцьк,-0.009139784946236544,-1.0692307692307692,-1.0600909842845327,0
12,Львів,0.023521505376344076,-0.44615384615384607,-0.46967535153019013,0
12,Миколаїв,1.5317204301075271,2.8307692307692305,1.2990488006617034,1
12,Одеса,2.0489247311827956,3.2365384615384616,1.187613730355666,1
12,Полтава,-1.181048387096774,-0.4653846153846154,0.7156637717121587,1
12,Рівне,-0.2127688172043011,-0.9115384615384615,-0.6987696443341604,0
12,Суми,-1.869220430107527,-1.3326923076923076,0.5365281224152194,1
12,Тернопіль,-0.6463709677419355,-0.9846153846153847,-0.3382444168734492,0
12,Ужгород,0.6443548387096774,1.5365384615384616,0.8921836228287843,1
12,Харків,-1.4861559139784948,-0.5538461538461538,0.932309760132341,1
12,Херсон,1.9600806451612902,3.3019230769230767,1.3418424317617865,1
12,Хмельницький,-0.8918010752688172,-0.8365384615384616,0.05526261373035568,1
12,Черкаси,-0.25174731182795695,-0.06153846153846153,0.1902088502894954,1
12,Чернівці,-0.5060483870967742,0.34615384615384615,0.8522022332506204,1
12,Чернігів,-1.684274193548387,-2.271153846153846,-0.5868796526054592,0
