time,tavg,tmin,tmax,y,day
1962-10-01,16.6,14.3,19.7,1962,1.0
1962-10-02,15.3,14.1,17.2,1962,2.0
1962-10-03,15.2,12.3,19.4,1962,3.0
1962-10-04,13.4,10.4,17.9,1962,4.0
1962-10-05,13.6,7.3,20.8,1962,5.0
1962-10-06,12.5,9.2,16.2,1962,6.0
1962-10-07,14.3,9.3,21.2,1962,7.0
1962-10-08,11.2,8.6,15.9,1962,8.0
1962-10-09,11.1,8.3,13.9,1962,9.0
1962-10-10,11.7,10.5,13.8,1962,10.0
1962-10-11,11.4,8.8,16.6,1962,11.0
1962-10-12,10.8,6.3,18.2,1962,12.0
1962-10-13,6.1,2.5,11.4,1962,13.0
1962-10-14,7.2,1.9,14.7,1962,14.0
1962-10-15,8.8,4.5,11.6,1962,15.0
1962-10-16,2.8,-1.5,9.1,1962,16.0
1962-10-17,5.9,0.5,12.8,1962,17.0
1962-10-18,7.5,3.4,11.2,1962,18.0
1962-10-19,10.6,8.4,13.8,1962,19.0
1962-10-20,7.2,5.7,10.7,1962,20.0
1962-10-21,6.4,1.7,10.2,1962,21.0
1962-10-22,8.6,5.9,13.4,1962,22.0
1962-10-23,8.0,6.4,9.8,1962,23.0
1962-10-24,6.8,6.0,8.5,1962,24.0
1962-10-25,7.1,4.9,11.9,1962,25.0
1962-10-26,6.6,1.7,13.6,1962,26.0
1962-10-27,6.8,2.2,13.8,1962,27.0
1962-10-28,10.5,7.2,14.9,1962,28.0
1962-10-29,8.8,6.3,12.0,1962,29.0
1962-10-30,9.3,8.6,10.8,1962,30.0
1962-10-31,8.6,7.8,9.6,1962,31.0
1962-11-01,12.2,8.6,17.0,1962,32.0
1962-11-02,11.0,10.3,15.0,1962,33.0
1962-11-03,8.1,5.0,11.7,1962,34.0
1962-11-04,5.4,1.1,10.5,1962,35.0
1962-11-05,4.6,-0.1,10.0,1962,36.0
1962-11-06,5.2,0.9,10.2,1962,37.0
1962-11-07,3.9,-0.6,9.2,1962,38.0
1962-11-08,5.0,0.9,11.0,1962,39.0
1962-11-09,4.8,0.7,9.2,1962,40.0
1962-11-10,2.8,1.4,6.5,1962,41.0
1962-11-11,2.1,1.3,3.7,1962,42.0
1962-11-12,0.2,-2.5,3.0,1962,43.0
1962-11-13,0.5,-1.3,2.2,1962,44.0
1962-11-14,-0.1,-1.5,2.4,1962,45.0
1962-11-15,1.0,-0.1,2.0,1962,46.0
1962-11-16,4.9,1.5,7.0,1962,47.0
1962-11-17,4.2,1.3,10.1,1962,48.0
1962-11-18,0.7,-1.5,2.7,1962,49.0
1962-11-19,2.9,0.7,4.6,1962,50.0
1962-11-20,8.6,4.3,11.6,1962,51.0
1962-11-21,9.0,7.2,10.7,1962,52.0
1962-11-22,9.8,5.9,13.8,1962,53.0
1962-11-23,5.0,2.2,6.8,1962,54.0
1962-11-24,6.7,5.4,7.7,1962,55.0
1962-11-25,7.6,6.8,9.2,1962,56.0
1962-11-26,7.6,6.7,9.2,1962,57.0
1962-11-27,6.6,5.5,8.3,1962,58.0
1962-11-28,8.0,7.3,9.4,1962,59.0
1962-11-29,4.1,3.4,7.8,1962,60.0
1962-11-30,4.6,3.9,5.9,1962,61.0
1962-12-01,0.4,-1.4,5.0,1962,62.0
1962-12-02,-1.9,-4.6,0.2,1962,63.0
1962-12-03,-0.9,-2.6,2.7,1962,64.0
1962-12-04,-1.3,-3.6,2.8,1962,65.0
1962-12-05,-0.8,-3.3,0.5,1962,66.0
1962-12-06,1.3,-0.4,2.4,1962,67.0
1962-12-07,1.8,0.3,2.8,1962,68.0
1962-12-08,1.8,0.1,3.0,1962,69.0
1962-12-09,0.8,-0.3,2.8,1962,70.0
1962-12-10,0.4,-1.6,3.7,1962,71.0
1962-12-11,-0.3,-1.8,1.0,1962,72.0
1962-12-12,1.8,-1.0,4.9,1962,73.0
1962-12-13,0.2,-2.7,4.0,1962,74.0
1962-12-14,5.0,2.9,6.9,1962,75.0
1962-12-15,2.4,-0.2,6.2,1962,76.0
1962-12-16,0.6,-0.7,1.2,1962,77.0
1962-12-17,1.5,0.4,2.3,1962,78.0
1962-12-18,-0.2,-1.3,2.0,1962,79.0
1962-12-19,-1.6,-3.3,-0.2,1962,80.0
1962-12-20,-9.2,-11.5,-2.8,1962,81.0
1962-12-21,-9.9,-11.6,-8.3,1962,82.0
1962-12-22,-10.4,-12.1,-8.7,1962,83.0
1962-12-23,-9.0,-9.9,-8.1,1962,84.0
1962-12-24,-8.4,-9.7,-7.5,1962,85.0
1962-12-25,-10.3,-11.7,-8.5,1962,86.0
1962-12-26,-10.4,-13.0,-9.1,1962,87.0
1962-12-27,-7.3,-9.4,-6.0,1962,88.0
1962-12-28,-7.4,-9.0,-6.0,1962,89.0
1962-12-29,-11.7,-15.5,-7.5,1962,90.0
1962-12-30,-4.0,-12.8,1.2,1962,91.0
1962-12-31,-6.2,-11.2,1.2,1962,92.0
1963-01-01,-15.8,-19.1,-11.1,1962,93.0
1963-01-02,-16.1,-18.6,-14.6,1962,94.0
1963-01-03,-14.9,-17.6,-10.5,1962,95.0
1963-01-04,-12.2,-13.7,-11.5,1962,96.0
1963-01-05,-8.5,-13.0,-5.0,1962,97.0
1963-01-06,-2.2,-5.6,0.7,1962,98.0
1963-01-07,-0.4,-3.8,2.2,1962,99.0
1963-01-08,-1.2,-5.2,1.8,1962,100.0
1963-01-09,-9.2,-11.3,-4.4,1962,101.0
1963-01-10,-12.0,-13.6,-8.9,1962,102.0
1963-01-11,-13.2,-15.0,-11.0,1962,103.0
1963-01-12,-13.7,-15.6,-12.1,1962,104.0
1963-01-13,-18.2,-19.8,-15.3,1962,105.0
1963-01-14,-16.1,-19.6,-13.5,1962,106.0
1963-01-15,-15.0,-19.1,-11.1,1962,107.0
1963-01-16,-14.8,-18.6,-12.1,1962,108.0
1963-01-17,-15.6,-17.9,-13.9,1962,109.0
1963-01-18,-15.4,-17.7,-13.1,1962,110.0
1963-01-19,-15.6,-19.1,-11.7,1962,111.0
1963-01-20,-10.0,-15.1,-7.0,1962,112.0
1963-01-21,-14.8,-18.0,-9.8,1962,113.0
1963-01-22,-16.3,-18.1,-14.1,1962,114.0
1963-01-23,-17.5,-21.2,-11.6,1962,115.0
1963-01-24,-15.8,-19.1,-9.7,1962,116.0
1963-01-25,-16.6,-20.1,-11.7,1962,117.0
1963-01-26,-14.8,-19.6,-10.6,1962,118.0
1963-01-27,-11.7,-13.2,-8.9,1962,119.0
1963-01-28,-15.0,-18.4,-11.3,1962,120.0
1963-01-29,-13.6,-16.5,-9.1,1962,121.0
1963-01-30,-14.0,-16.9,-10.6,1962,122.0
1963-01-31,-7.6,-14.2,-2.4,1962,123.0
1963-02-01,-7.0,-10.4,-1.4,1962,124.0
1963-02-02,-3.2,-7.4,-0.2,1962,125.0
1963-02-03,-1.6,-8.6,1.7,1962,126.0
1963-02-04,2.3,-0.8,4.8,1962,127.0
1963-02-05,0.4,-3.3,3.0,1962,128.0
1963-02-06,1.4,0.3,3.0,1962,129.0
1963-02-07,1.2,-1.2,3.2,1962,130.0
1963-02-08,0.9,-0.0,1.7,1962,131.0
1963-02-09,-2.0,-4.3,1.2,1962,132.0
1963-02-10,-4.7,-6.5,-2.4,1962,133.0
1963-02-11,-8.9,-13.0,-5.0,1962,134.0
1963-02-12,-10.8,-14.7,-5.8,1962,135.0
1963-02-13,-10.8,-14.0,-8.3,1962,136.0
1963-02-14,-7.0,-8.6,-5.3,1962,137.0
1963-02-15,-3.2,-5.6,-1.4,1962,138.0
1963-02-16,-3.7,-5.0,-2.0,1962,139.0
1963-02-17,-2.5,-3.9,-1.4,1962,140.0
1963-02-18,-0.1,-3.5,3.2,1962,141.0
1963-02-19,-0.2,-1.2,1.2,1962,142.0
1963-02-20,0.5,-1.2,2.5,1962,143.0
1963-02-21,2.3,1.4,3.2,1962,144.0
1963-02-22,-4.6,-6.9,1.6,1962,145.0
1963-02-23,-10.2,-11.8,-6.6,1962,146.0
1963-02-24,-10.6,-15.9,-3.3,1962,147.0
1963-02-25,-9.4,-14.0,-1.5,1962,148.0
1963-02-26,-9.2,-11.3,-5.7,1962,149.0
1963-02-27,-13.4,-18.0,-10.1,1962,150.0
1963-02-28,-12.7,-16.0,-8.9,1962,151.0
1963-03-01,-8.4,-14.6,-0.9,1962,152.0
1963-03-02,-4.8,-7.7,-2.3,1962,153.0
1963-03-03,-2.3,-4.0,0.2,1962,154.0
1963-03-04,-4.1,-8.2,-1.4,1962,155.0
1963-03-05,-7.8,-13.7,-0.9,1962,156.0
1963-03-06,-0.1,-3.0,4.8,1962,157.0
1963-03-07,2.0,-3.6,6.0,1962,158.0
1963-03-08,4.0,2.9,5.6,1962,159.0
1963-03-09,1.8,-1.2,4.2,1962,160.0
1963-03-10,-5.6,-8.5,-0.8,1962,161.0
1963-03-11,-5.0,-6.6,-3.4,1962,162.0
1963-03-12,-0.8,-3.7,1.7,1962,163.0
1963-03-13,3.3,0.5,4.2,1962,164.0
1963-03-14,0.8,-3.7,4.2,1962,165.0
1963-03-15,-6.8,-8.9,-3.3,1962,166.0
1963-03-16,-9.2,-11.5,-6.4,1962,167.0
1963-03-17,-8.0,-13.8,-3.1,1962,168.0
1963-03-18,-6.0,-9.0,-4.0,1962,169.0
1963-03-19,-10.2,-14.8,-5.0,1962,170.0
1963-03-20,-9.1,-13.8,-4.5,1962,171.0
1963-03-21,-7.3,-10.9,-1.9,1962,172.0
1963-03-22,-6.2,-9.2,-3.0,1962,173.0
1963-03-23,-5.9,-10.7,-1.4,1962,174.0
1963-03-24,-5.1,-8.3,0.8,1962,175.0
1963-03-25,-1.7,-8.5,3.6,1962,176.0
1963-03-26,4.8,1.6,9.4,1962,177.0
1963-03-27,4.5,1.7,9.7,1962,178.0
1963-03-28,2.8,1.9,4.8,1962,179.0
1963-03-29,-0.7,-2.5,2.4,1962,180.0
1963-03-30,0.5,-0.7,1.4,1962,181.0
1963-03-31,-0.8,-1.7,0.3,1962,182.0
1963-10-01,11.2,10.1,13.2,1963,1.0
1963-10-02,11.2,8.9,16.2,1963,2.0
1963-10-03,13.8,8.1,22.2,1963,3.0
1963-10-04,17.1,13.5,24.0,1963,4.0
1963-10-05,16.1,11.8,19.6,1963,5.0
1963-10-06,16.6,12.5,22.2,1963,6.0
1963-10-07,11.4,6.4,18.5,1963,7.0
1963-10-08,11.2,6.7,18.2,1963,8.0
1963-10-09,11.7,5.8,18.8,1963,9.0
1963-10-10,10.4,9.6,13.9,1963,10.0
1963-10-11,9.4,3.9,14.2,1963,11.0
1963-10-12,8.6,5.2,12.0,1963,12.0
1963-10-13,10.3,7.2,14.6,1963,13.0
1963-10-14,11.1,7.7,17.7,1963,14.0
1963-10-15,8.4,6.7,11.2,1963,15.0
1963-10-16,5.6,3.6,9.2,1963,16.0
1963-10-17,6.4,0.8,14.5,1963,17.0
1963-10-18,9.4,5.2,14.8,1963,18.0
1963-10-19,9.5,5.7,14.9,1963,19.0
1963-10-20,8.4,6.2,10.7,1963,20.0
1963-10-21,8.3,5.9,12.1,1963,21.0
1963-10-22,8.2,5.3,11.2,1963,22.0
1963-10-23,10.5,7.8,14.3,1963,23.0
1963-10-24,11.2,7.3,15.2,1963,24.0
1963-10-25,8.2,5.8,12.2,1963,25.0
1963-10-26,5.7,4.3,7.6,1963,26.0
1963-10-27,6.6,5.1,8.1,1963,27.0
1963-10-28,8.0,6.6,9.4,1963,28.0
1963-10-29,8.4,6.1,10.9,1963,29.0
1963-10-30,6.0,2.1,8.8,1963,30.0
1963-10-31,0.7,-2.7,4.5,1963,31.0
1963-11-01,0.5,-3.1,5.5,1963,32.0
1963-11-02,0.2,-4.9,6.2,1963,33.0
1963-11-03,3.5,0.3,7.2,1963,34.0
1963-11-04,8.5,5.2,13.2,1963,35.0
1963-11-05,8.2,5.8,13.1,1963,36.0
1963-11-06,7.4,5.5,9.7,1963,37.0
1963-11-07,10.4,9.1,11.9,1963,38.0
1963-11-08,11.1,9.2,13.5,1963,39.0
1963-11-09,9.2,5.8,13.7,1963,40.0
1963-11-10,9.6,7.9,13.2,1963,41.0
1963-11-11,9.5,6.9,12.6,1963,42.0
1963-11-12,12.7,9.7,15.2,1963,43.0
1963-11-13,11.2,9.3,13.1,1963,44.0
1963-11-14,8.4,6.3,10.7,1963,45.0
1963-11-15,5.6,3.8,10.0,1963,46.0
1963-11-16,6.3,1.6,11.2,1963,47.0
1963-11-17,9.5,7.2,12.6,1963,48.0
1963-11-18,7.7,5.3,12.0,1963,49.0
1963-11-19,8.6,4.1,12.7,1963,50.0
1963-11-20,11.3,6.7,15.2,1963,51.0
1963-11-21,7.2,3.3,13.3,1963,52.0
1963-11-22,2.6,0.8,4.7,1963,53.0
1963-11-23,4.1,1.3,7.3,1963,54.0
1963-11-24,2.8,-0.2,5.6,1963,55.0
1963-11-25,-1.6,-4.0,1.4,1963,56.0
1963-11-26,1.9,-0.8,4.2,1963,57.0
1963-11-27,0.4,-2.6,4.5,1963,58.0
1963-11-28,-4.8,-7.2,-1.3,1963,59.0
1963-11-29,-4.4,-7.6,0.5,1963,60.0
1963-11-30,-4.3,-8.5,1.8,1963,61.0
1963-12-01,-4.1,-6.4,-2.4,1963,62.0
1963-12-02,-3.0,-4.4,-1.5,1963,63.0
1963-12-03,-4.2,-5.9,-2.5,1963,64.0
1963-12-04,-4.9,-8.6,-0.2,1963,65.0
1963-12-05,-3.2,-5.1,-1.8,1963,66.0
1963-12-06,-3.4,-4.7,-1.8,1963,67.0
1963-12-07,-3.4,-4.9,-1.8,1963,68.0
1963-12-08,-3.0,-4.4,0.2,1963,69.0
1963-12-09,-5.1,-8.8,-2.4,1963,70.0
1963-12-10,-7.5,-11.2,-2.9,1963,71.0
1963-12-11,-10.7,-13.5,-7.7,1963,72.0
1963-12-12,-9.6,-12.1,-8.0,1963,73.0
1963-12-13,-13.6,-14.7,-11.6,1963,74.0
1963-12-14,-16.5,-19.0,-13.5,1963,75.0
1963-12-15,-13.8,-17.7,-9.1,1963,76.0
1963-12-16,-9.7,-12.1,-8.1,1963,77.0
1963-12-17,-7.9,-8.6,-6.8,1963,78.0
1963-12-18,-9.5,-11.4,-6.6,1963,79.0
1963-12-19,-13.7,-17.1,-9.3,1963,80.0
1963-12-20,-2.0,-10.8,0.7,1963,81.0
1963-12-21,-1.6,-3.3,0.7,1963,82.0
1963-12-22,-9.8,-14.1,-2.7,1963,83.0
1963-12-23,-9.9,-15.0,-6.5,1963,84.0
1963-12-24,-6.6,-10.3,-4.5,1963,85.0
1963-12-25,-6.0,-9.6,-1.4,1963,86.0
1963-12-26,-0.5,-4.6,2.2,1963,87.0
1963-12-27,1.4,-2.0,3.2,1963,88.0
1963-12-28,2.0,1.5,2.8,1963,89.0
1963-12-29,1.2,-1.0,2.6,1963,90.0
1963-12-30,-3.0,-5.9,-0.3,1963,91.0
1963-12-31,-3.8,-6.1,-1.9,1963,92.0
1964-01-01,-1.6,-3.0,-0.6,1963,93.0
1964-01-02,-0.6,-1.4,1.2,1963,94.0
1964-01-03,0.6,-1.7,1.6,1963,95.0
1964-01-04,-0.1,-2.0,1.7,1963,96.0
1964-01-05,-2.8,-6.0,0.8,1963,97.0
1964-01-06,-2.6,-3.3,-1.4,1963,98.0
1964-01-07,-5.2,-6.4,-2.6,1963,99.0
1964-01-08,-8.3,-9.6,-5.6,1963,100.0
1964-01-09,-9.8,-10.8,-8.8,1963,101.0
1964-01-10,-10.6,-13.6,-6.6,1963,102.0
1964-01-11,-10.4,-13.0,-7.8,1963,103.0
1964-01-12,-9.0,-12.1,-6.5,1963,104.0
1964-01-13,-7.4,-12.6,-1.5,1963,105.0
1964-01-14,-7.6,-10.5,-4.6,1963,106.0
1964-01-15,-8.4,-10.8,-5.2,1963,107.0
1964-01-16,-15.0,-17.4,-10.6,1963,108.0
1964-01-17,-11.8,-16.0,-10.1,1963,109.0
1964-01-18,-7.0,-11.2,-2.4,1963,110.0
1964-01-19,-0.3,-3.0,0.8,1963,111.0
1964-01-20,-0.6,-3.6,1.4,1963,112.0
1964-01-21,-1.7,-5.1,0.8,1963,113.0
1964-01-22,-1.5,-5.8,0.3,1963,114.0
1964-01-23,-0.2,-4.1,1.7,1963,115.0
1964-01-24,-5.7,-10.6,-1.4,1963,116.0
1964-01-25,-0.1,-1.8,1.4,1963,117.0
1964-01-26,-2.9,-5.6,0.7,1963,118.0
1964-01-27,-5.5,-11.9,1.7,1963,119.0
1964-01-28,-14.8,-19.6,-10.1,1963,120.0
1964-01-29,-10.4,-14.2,-4.2,1963,121.0
1964-01-30,-7.5,-10.1,-3.3,1963,122.0
1964-01-31,-3.0,-8.3,-0.3,1963,123.0
1964-02-01,-1.6,-4.1,1.6,1963,124.0
1964-02-02,-1.4,-3.6,1.5,1963,125.0
1964-02-03,-0.7,-2.5,1.8,1963,126.0
1964-02-04,-1.0,-3.7,1.7,1963,127.0
1964-02-05,1.3,-0.0,4.0,1963,128.0
1964-02-06,-1.4,-3.8,1.2,1963,129.0
1964-02-07,-7.4,-12.0,-3.1,1963,130.0
1964-02-08,-4.4,-8.0,-2.4,1963,131.0
1964-02-09,-10.0,-11.9,-3.4,1963,132.0
1964-02-10,-12.8,-16.2,-8.1,1963,133.0
1964-02-11,-11.6,-16.4,-6.7,1963,134.0
1964-02-12,-4.0,-8.8,-0.0,1963,135.0
1964-02-13,-8.0,-12.2,-2.9,1963,136.0
1964-02-14,-11.3,-14.9,-3.8,1963,137.0
1964-02-15,-10.2,-15.4,-4.9,1963,138.0
1964-02-16,-11.5,-16.0,-5.5,1963,139.0
1964-02-17,-11.9,-14.3,-6.8,1963,140.0
1964-02-18,-2.0,-9.4,0.7,1963,141.0
1964-02-19,-0.5,-4.6,2.5,1963,142.0
1964-02-20,-11.2,-13.5,-4.3,1963,143.0
1964-02-21,-12.8,-17.7,-6.7,1963,144.0
1964-02-22,-5.0,-12.0,-0.9,1963,145.0
1964-02-23,-4.1,-6.7,-1.0,1963,146.0
1964-02-24,-11.2,-15.4,-6.0,1963,147.0
1964-02-25,-12.2,-17.0,-6.6,1963,148.0
1964-02-26,-7.5,-9.2,-5.0,1963,149.0
1964-02-27,-5.2,-7.7,-2.8,1963,150.0
1964-02-28,-3.4,-4.9,-1.4,1963,151.0
1964-02-29,-4.2,-5.6,-2.7,1963,152.0
1964-03-01,-4.5,-5.7,-3.0,1963,153.0
1964-03-02,-4.8,-6.2,-3.2,1963,154.0
1964-03-03,-3.8,-4.8,-2.4,1963,155.0
1964-03-04,-4.3,-5.3,-1.8,1963,156.0
1964-03-05,-7.4,-9.5,-4.7,1963,157.0
1964-03-06,-13.7,-15.7,-8.8,1963,158.0
1964-03-07,-19.2,-23.9,-13.6,1963,159.0
1964-03-08,-15.1,-19.8,-8.0,1963,160.0
1964-03-09,-11.2,-17.0,-2.7,1963,161.0
1964-03-10,-1.0,-7.5,4.2,1963,162.0
1964-03-11,0.2,-2.5,4.7,1963,163.0
1964-03-12,-0.6,-2.7,1.9,1963,164.0
1964-03-13,-3.2,-7.5,1.2,1963,165.0
1964-03-14,-7.0,-10.0,-1.6,1963,166.0
1964-03-15,-8.7,-13.0,-5.0,1963,167.0
1964-03-16,-5.3,-8.6,-0.8,1963,168.0
1964-03-17,-3.2,-4.2,-1.1,1963,169.0
1964-03-18,-1.8,-4.0,1.2,1963,170.0
1964-03-19,-4.9,-10.5,1.6,1963,171.0
1964-03-20,-4.1,-9.7,2.2,1963,172.0
1964-03-21,-0.3,-4.5,3.6,1963,173.0
1964-03-22,2.2,1.3,3.0,1963,174.0
1964-03-23,2.2,1.3,3.2,1963,175.0
1964-03-24,3.0,1.3,4.9,1963,176.0
1964-03-25,3.0,1.2,5.0,1963,177.0
1964-03-26,2.5,0.9,5.4,1963,178.0
1964-03-27,2.6,0.1,7.2,1963,179.0
1964-03-28,2.6,0.6,4.6,1963,180.0
1964-03-29,2.2,1.8,3.1,1963,181.0
1964-03-30,2.8,1.4,4.2,1963,182.0
1964-03-31,3.2,2.0,5.6,1963,183.0
1964-10-01,10.2,7.0,15.2,1964,1.0
1964-10-02,9.8,6.7,14.5,1964,2.0
1964-10-03,7.6,4.0,12.8,1964,3.0
1964-10-04,5.9,3.2,9.1,1964,4.0
1964-10-05,8.4,5.1,14.4,1964,5.0
1964-10-06,9.8,5.0,17.0,1964,6.0
1964-10-07,10.0,2.5,19.4,1964,7.0
1964-10-08,12.2,7.1,19.7,1964,8.0
1964-10-09,13.7,9.6,16.5,1964,9.0
1964-10-10,13.2,9.3,16.5,1964,10.0
1964-10-11,12.7,6.7,19.5,1964,11.0
1964-10-12,15.0,13.5,16.9,1964,12.0
1964-10-13,15.8,13.3,18.3,1964,13.0
1964-10-14,15.8,12.0,21.2,1964,14.0
1964-10-15,13.8,11.8,16.0,1964,15.0
1964-10-16,14.4,12.4,18.5,1964,16.0
1964-10-17,13.2,9.3,16.8,1964,17.0
1964-10-18,12.6,11.6,15.2,1964,18.0
1964-10-19,10.0,9.4,12.8,1964,19.0
1964-10-20,10.4,8.3,13.3,1964,20.0
1964-10-21,9.2,6.3,13.3,1964,21.0
1964-10-22,8.7,5.3,11.5,1964,22.0
1964-10-23,10.4,8.2,10.9,1964,23.0
1964-10-24,11.6,6.9,16.7,1964,24.0
1964-10-25,11.7,9.3,16.3,1964,25.0
1964-10-26,12.3,10.8,13.8,1964,26.0
1964-10-27,7.4,5.7,13.2,1964,27.0
1964-10-28,5.4,3.2,8.8,1964,28.0
1964-10-29,1.4,-0.0,5.1,1964,29.0
1964-10-30,-0.1,-1.4,1.8,1964,30.0
1964-10-31,-0.0,-1.2,0.8,1964,31.0
1964-11-01,0.7,-0.4,2.0,1964,32.0
1964-11-02,1.0,-0.7,3.2,1964,33.0
1964-11-03,4.7,2.9,6.7,1964,34.0
1964-11-04,4.7,2.5,7.1,1964,35.0
1964-11-05,4.7,3.9,7.1,1964,36.0
1964-11-06,4.7,3.7,5.7,1964,37.0
1964-11-07,3.7,0.7,5.7,1964,38.0
1964-11-08,0.8,-0.6,3.5,1964,39.0
1964-11-09,-0.2,-2.8,3.4,1964,40.0
1964-11-10,0.6,-2.2,5.5,1964,41.0
1964-11-11,3.2,-0.6,5.7,1964,42.0
1964-11-12,6.0,3.9,7.9,1964,43.0
1964-11-13,7.6,6.2,9.3,1964,44.0
1964-11-14,7.2,6.1,8.6,1964,45.0
1964-11-15,6.0,2.4,8.3,1964,46.0
1964-11-16,8.4,6.3,10.4,1964,47.0
1964-11-17,5.8,3.9,7.4,1964,48.0
1964-11-18,4.3,2.1,6.9,1964,49.0
1964-11-19,2.6,1.3,4.2,1964,50.0
1964-11-20,3.4,2.6,4.8,1964,51.0
1964-11-21,0.2,-1.8,2.8,1964,52.0
1964-11-22,-1.0,-3.0,0.9,1964,53.0
1964-11-23,-5.2,-6.7,-0.7,1964,54.0
1964-11-24,2.4,-5.3,5.3,1964,55.0
1964-11-25,4.8,2.2,5.7,1964,56.0
1964-11-26,3.2,1.4,5.2,1964,57.0
1964-11-27,0.9,-1.3,2.4,1964,58.0
1964-11-28,1.5,-0.5,4.4,1964,59.0
1964-11-29,2.4,-0.1,5.7,1964,60.0
1964-11-30,3.8,0.4,8.6,1964,61.0
1964-12-01,7.0,2.5,8.0,1964,62.0
1964-12-02,6.7,1.1,10.5,1964,63.0
1964-12-03,1.3,0.4,2.3,1964,64.0
1964-12-04,6.9,1.8,10.1,1964,65.0
1964-12-05,8.6,3.7,11.8,1964,66.0
1964-12-06,1.2,-0.4,3.8,1964,67.0
1964-12-07,-0.8,-2.0,1.0,1964,68.0
1964-12-08,-2.9,-3.7,-1.3,1964,69.0
1964-12-09,-1.2,-3.8,0.3,1964,70.0
1964-12-10,-0.4,-0.9,0.7,1964,71.0
1964-12-11,-0.6,-1.1,0.1,1964,72.0
1964-12-12,-0.3,-0.8,0.5,1964,73.0
1964-12-13,-1.8,-2.5,-0.3,1964,74.0
1964-12-14,-1.5,-2.5,-0.1,1964,75.0
1964-12-15,1.5,-0.3,2.6,1964,76.0
1964-12-16,0.5,-1.1,1.7,1964,77.0
1964-12-17,0.8,-0.3,1.7,1964,78.0
1964-12-18,2.9,0.7,3.7,1964,79.0
1964-12-19,3.9,2.8,4.7,1964,80.0
1964-12-20,-1.0,-4.1,3.5,1964,81.0
1964-12-21,-5.1,-6.4,-2.7,1964,82.0
1964-12-22,-5.3,-6.4,-4.2,1964,83.0
1964-12-23,-1.0,-4.8,1.9,1964,84.0
1964-12-24,-0.4,-3.1,2.2,1964,85.0
1964-12-25,-0.8,-2.1,1.2,1964,86.0
1964-12-26,2.5,0.3,3.1,1964,87.0
1964-12-27,4.5,2.7,7.7,1964,88.0
1964-12-28,1.5,0.9,3.0,1964,89.0
1964-12-29,1.8,0.5,3.0,1964,90.0
1964-12-30,3.1,0.3,4.7,1964,91.0
1964-12-31,0.2,-0.9,1.3,1964,92.0
1965-01-01,1.4,0.2,3.0,1964,93.0
1965-01-02,0.4,-0.7,2.0,1964,94.0
1965-01-03,0.2,-0.7,1.2,1964,95.0
1965-01-04,2.0,0.3,3.7,1964,96.0
1965-01-05,0.2,-3.1,4.2,1964,97.0
1965-01-06,-1.2,-2.1,-0.5,1964,98.0
1965-01-07,,,,1964,99.0
1965-01-08,-9.3,-13.5,-6.5,1964,100.0
1965-01-09,0.2,-6.7,3.2,1964,101.0
1965-01-10,-3.2,-10.5,3.2,1964,102.0
1965-01-11,-14.5,-17.3,-10.5,1964,103.0
1965-01-12,-11.4,-14.5,-6.7,1964,104.0
1965-01-13,-11.6,-13.9,-6.9,1964,105.0
1965-01-14,-9.8,-13.0,-4.8,1964,106.0
1965-01-15,,,,1964,107.0
1965-01-16,-6.2,-7.8,-4.2,1964,108.0
1965-01-17,-4.4,-8.1,-0.4,1964,109.0
1965-01-18,1.6,-2.1,2.7,1964,110.0
1965-01-19,0.5,-1.9,2.7,1964,111.0
1965-01-20,-0.5,-1.6,0.7,1964,112.0
1965-01-21,0.6,-1.1,1.2,1964,113.0
1965-01-22,1.6,0.2,2.2,1964,114.0
1965-01-23,-0.0,-1.7,1.7,1964,115.0
1965-01-24,-6.0,-9.1,-1.5,1964,116.0
1965-01-25,-6.8,-9.8,-3.0,1964,117.0
1965-01-26,-6.5,-9.3,-4.0,1964,118.0
1965-01-27,-6.8,-9.5,-4.0,1964,119.0
1965-01-28,-8.6,-11.5,-4.5,1964,120.0
1965-01-29,-7.2,-8.6,-6.1,1964,121.0
1965-01-30,,,,1964,122.0
1965-01-31,3.0,2.0,5.1,1964,123.0
1965-02-01,-1.2,-2.0,2.7,1964,124.0
1965-02-02,-3.1,-4.6,-1.5,1964,125.0
1965-02-03,-5.6,-8.0,-3.1,1964,126.0
1965-02-04,-6.4,-10.3,-2.6,1964,127.0
1965-02-05,-13.4,-15.3,-4.2,1964,128.0
1965-02-06,-13.5,-16.0,-10.7,1964,129.0
1965-02-07,-15.2,-18.4,-11.3,1964,130.0
1965-02-08,-12.8,-15.8,-8.2,1964,131.0
1965-02-09,-14.3,-19.0,-10.0,1964,132.0
1965-02-10,-10.6,-14.5,-6.7,1964,133.0
1965-02-11,-3.7,-9.2,-0.6,1964,134.0
1965-02-12,-2.2,-4.6,2.5,1964,135.0
1965-02-13,-2.6,-6.5,1.3,1964,136.0
1965-02-14,-2.8,-5.8,0.9,1964,137.0
1965-02-15,-1.4,-4.6,4.4,1964,138.0
1965-02-16,0.6,-1.6,2.5,1964,139.0
1965-02-17,-1.7,-3.6,1.5,1964,140.0
1965-02-18,-2.1,-4.1,-0.1,1964,141.0
1965-02-19,-4.2,-6.5,0.4,1964,142.0
1965-02-20,-1.7,-3.6,-0.1,1964,143.0
1965-02-21,-3.9,-5.5,-1.6,1964,144.0
